cycle_count,cycle_phase,pressure,temperature,flow,specimen_temp,injected_anomaly,anomaly_type,isolation_forest_detected,isolation_forest_score,local_outlier_factor_detected,local_outlier_factor_score,one_class_svm_detected,one_class_svm_score,elliptic_envelope_detected,elliptic_envelope_score,zscore_detected,zscore_score
13,0.275,88.8,47.3,0.544,23.3,False,,False,22.5,False,11.5,False,37.5,False,0.0,False,11.5
13,0.3,92.9,50.9,0.479,22.6,False,,False,23.2,True,53.8,False,64.8,False,0.0,False,22.2
13,0.325,95.3,48.4,12.254,21.7,True,FLOW_SPIKE,False,56.0,True,100.0,True,100.0,True,41.9,True,58.4
13,0.35,97.0,48.0,19.857,19.9,True,FLOW_SPIKE,False,68.1,True,100.0,True,100.0,True,100.0,True,98.3
13,0.375,97.7,49.8,19.289,21.3,True,FLOW_SPIKE,False,63.9,True,100.0,True,100.0,True,100.0,True,95.3
13,0.4,99.0,49.0,22.056,20.7,True,FLOW_SPIKE,False,63.5,True,100.0,True,100.0,True,100.0,True,100.0
13,0.425,100.2,49.3,12.79,22.3,True,FLOW_SPIKE,False,56.2,True,100.0,True,100.0,True,45.7,True,61.2
13,0.45,102.0,48.5,22.401,23.7,True,FLOW_SPIKE,False,64.5,True,100.0,True,100.0,True,100.0,True,100.0
13,0.475,101.2,48.6,8.907,21.6,True,FLOW_SPIKE,False,50.1,True,100.0,True,100.0,True,21.6,False,40.9
13,0.5,103.0,47.6,0.505,19.6,True,,False,19.3,False,37.5,False,33.3,False,0.0,False,15.0
13,0.525,102.7,47.9,0.533,22.1,False,,False,10.7,False,8.8,False,25.9,False,0.0,False,14.9
13,0.55,104.0,51.4,0.379,19.4,False,,False,28.0,True,60.1,False,61.5,False,0.0,False,24.6
13,0.575,103.1,48.5,0.455,21.2,False,,False,3.5,False,4.4,False,24.4,False,0.0,False,15.1
13,0.6,104.3,48.7,0.391,21.1,False,,False,3.1,False,5.4,False,30.7,False,0.0,False,15.5
13,0.625,103.5,48.6,0.231,21.4,False,,False,13.4,False,9.9,False,36.0,False,0.0,False,15.2
13,0.65,104.1,49.4,0.669,23.9,False,,False,29.5,False,17.5,False,48.2,False,0.0,False,15.4
13,0.675,105.1,48.9,0.506,20.3,False,,False,17.7,False,11.9,False,54.8,False,0.0,False,15.8
13,0.7,104.8,49.9,18.502,-23.7,False,,True,97.1,False,12.9,True,74.3,True,100.0,True,91.2
13,0.725,0.0,42.4,7.028,-11.0,False,,True,69.6,False,39.3,False,54.1,True,16.2,False,42.7
13,0.75,0.2,42.7,2.862,-2.8,False,,False,53.9,False,5.1,False,34.9,False,4.4,False,30.3
13,0.775,0.0,42.0,1.239,2.5,False,,False,35.6,False,1.9,False,36.3,False,2.6,False,22.2
13,0.8,0.9,40.6,0.798,7.8,False,,False,44.9,False,12.5,False,26.5,False,2.3,False,27.0
13,0.825,0.0,40.5,0.38,11.2,False,,False,24.6,False,37.2,False,23.2,False,2.3,False,27.5
13,0.85,0.4,43.5,0.324,12.5,False,,False,27.1,False,10.1,False,20.2,False,2.3,False,21.1
13,0.875,0.5,42.5,0.404,13.8,False,,False,19.9,False,7.2,False,8.0,False,2.3,False,21.1
13,0.9,0.2,40.2,0.375,16.9,False,,False,28.7,False,19.7,False,44.4,False,2.4,False,28.9
13,0.925,0.9,43.3,0.487,19.0,False,,False,34.7,False,12.0,False,45.9,False,2.4,False,23.7
13,0.95,0.0,42.6,0.417,17.8,False,,False,19.0,False,2.5,False,41.9,False,2.5,False,25.0
14,0.975,0.0,41.9,0.344,17.5,False,,False,23.5,False,9.2,False,49.3,False,2.6,False,26.4
14,0.0,0.0,42.5,0.488,22.9,False,,False,55.1,False,22.0,False,71.6,False,0.8,False,26.4
14,0.025,17.1,45.2,0.641,20.0,False,,False,52.0,True,59.4,False,67.0,False,0.5,False,25.0
14,0.05,30.9,45.8,0.404,20.8,False,,False,32.0,False,33.4,False,58.8,False,0.3,False,23.7
14,0.075,43.2,46.6,0.348,21.4,False,,False,27.6,False,13.4,False,61.5,False,0.2,False,22.3
14,0.1,62.2,44.6,0.341,21.7,True,OVERPRESSURE,False,28.1,False,16.2,False,62.4,False,0.1,False,21.0
14,0.125,73.6,47.9,0.484,19.2,True,OVERPRESSURE,False,25.1,False,30.4,True,73.4,False,0.0,False,19.6
14,0.15,75.6,46.8,0.443,21.3,True,OVERPRESSURE,False,13.3,False,4.8,False,56.6,False,0.0,False,18.3
14,0.175,83.3,46.0,0.258,20.6,True,OVERPRESSURE,False,26.2,False,25.8,False,71.7,False,0.0,False,16.9
14,0.2,90.8,47.2,0.377,23.0,True,OVERPRESSURE,False,12.4,True,53.7,False,70.9,False,0.0,False,15.6
14,0.225,95.4,48.1,0.401,22.3,True,OVERPRESSURE,False,8.3,True,80.2,False,63.4,False,0.0,False,14.2
14,0.25,96.8,49.5,0.463,21.5,True,OVERPRESSURE,False,9.4,True,53.7,False,60.1,False,0.0,False,15.6
14,0.275,99.1,49.7,0.379,21.7,True,OVERPRESSURE,False,7.8,False,38.2,False,56.4,False,0.0,False,16.5
14,0.3,103.9,48.6,0.556,22.0,True,OVERPRESSURE,False,18.6,True,100.0,False,54.0,False,0.0,False,15.3
14,0.325,95.5,48.9,0.381,21.0,True,,False,3.3,False,4.7,False,24.0,False,0.0,False,12.7
14,0.35,97.7,48.5,0.383,21.9,False,,False,1.2,False,3.5,False,22.0,False,0.0,False,13.2
14,0.375,97.6,49.9,0.456,24.9,False,,False,19.4,False,21.6,False,35.1,False,0.0,False,17.5
14,0.4,99.9,48.4,0.43,22.4,False,,False,1.1,False,5.2,False,18.1,False,0.0,False,13.9
14,0.425,100.6,50.1,0.35,23.7,False,,False,9.0,False,12.7,False,26.1,False,0.0,False,18.4
14,0.45,101.8,50.2,0.564,22.1,False,,False,17.0,False,9.5,False,22.6,False,0.0,False,18.9
14,0.475,102.8,47.4,0.393,25.0,False,,False,25.5,True,65.7,False,48.6,False,0.0,False,15.0
14,0.5,103.1,49.2,0.417,22.1,False,,False,0.0,False,4.4,False,14.3,False,0.0,False,15.1
14,0.525,104.0,51.1,0.65,21.5,False,,False,33.2,False,27.6,False,45.2,False,0.0,False,23.2
14,0.55,104.0,49.6,0.458,24.0,False,,False,8.6,False,23.9,False,26.7,False,0.0,False,16.0
14,0.575,103.6,49.3,0.276,24.3,False,,False,13.9,False,21.0,False,30.4,False,0.0,False,15.2
14,0.6,104.6,48.2,0.332,21.4,False,,False,5.3,False,10.7,False,36.9,False,0.0,False,15.6
14,0.625,104.4,47.9,0.442,22.9,False,,False,11.2,False,11.7,False,49.6,False,0.0,False,15.5
14,0.65,104.7,50.2,0.345,23.3,False,,False,12.4,False,4.7,False,51.8,False,0.0,False,18.9
14,0.675,105.2,48.3,0.384,20.3,False,,False,16.9,False,20.3,False,60.0,False,0.0,False,15.8
14,0.7,104.7,51.6,18.411,-24.4,False,,True,100.0,True,100.0,True,100.0,True,99.6,True,90.7
14,0.725,0.0,41.6,7.043,-12.7,False,,False,69.6,False,2.7,False,61.5,True,16.4,False,45.3
14,0.75,0.5,41.2,2.855,-4.7,False,,False,55.6,False,1.2,False,51.3,False,4.5,False,33.2
14,0.775,0.5,42.4,1.314,1.1,False,,False,41.8,False,5.3,False,46.7,False,2.7,False,24.3
14,0.8,0.0,42.4,0.478,8.0,False,,False,19.4,False,9.7,False,15.3,False,2.3,False,21.3
14,0.825,0.0,40.5,0.299,9.0,False,,False,29.2,False,30.6,False,37.9,False,2.3,False,27.5
14,0.85,7.0,42.5,0.214,11.7,True,OVERPRESSURE,False,38.4,False,41.6,False,7.0,False,2.1,False,19.6
14,0.875,13.0,40.1,0.229,14.8,True,OVERPRESSURE,False,52.9,True,100.0,False,42.0,False,1.9,False,29.4
14,0.9,9.1,40.6,0.218,16.0,True,OVERPRESSURE,False,49.2,True,54.8,False,33.0,False,2.1,False,27.0
14,0.925,6.0,40.2,0.367,18.7,True,OVERPRESSURE,False,43.8,False,35.6,False,58.1,False,2.2,False,28.9
14,0.95,12.1,40.1,0.508,18.7,True,OVERPRESSURE,False,53.5,True,76.5,False,70.9,False,2.1,False,29.4
15,0.975,11.5,40.7,0.534,19.8,True,OVERPRESSURE,False,54.6,True,100.0,False,71.1,False,2.1,False,26.5
15,0.0,8.0,41.2,0.473,17.5,True,OVERPRESSURE,False,59.6,False,31.5,False,65.3,False,0.6,False,26.4
15,0.025,23.3,42.0,0.592,20.6,True,OVERPRESSURE,False,54.0,False,21.5,False,43.0,False,0.4,False,25.0
15,0.05,41.3,45.1,0.443,21.5,True,OVERPRESSURE,False,30.3,False,8.7,False,49.4,False,0.2,False,23.7
15,0.075,44.0,47.2,0.336,19.0,True,,False,36.8,False,37.0,True,75.9,False,0.2,False,22.3
15,0.1,53.8,46.2,0.33,20.3,False,,False,24.6,False,8.3,False,46.2,False,0.1,False,21.0
15,0.125,61.7,46.5,0.294,18.5,False,,False,34.5,False,16.4,False,49.7,False,0.1,False,19.6
15,0.15,68.7,45.9,0.334,22.5,False,,False,22.6,False,11.8,False,49.8,False,0.0,False,18.3
15,0.175,74.5,47.5,0.454,21.0,False,,False,11.1,False,4.1,False,43.6,False,0.0,False,16.9
15,0.2,79.4,48.0,0.374,18.9,False,,False,18.1,False,15.7,False,46.2,False,0.0,False,15.6
15,0.225,82.9,49.7,0.337,21.2,False,,False,16.4,False,25.7,False,55.8,False,0.0,False,16.5
15,0.25,87.3,47.5,0.399,21.4,False,,False,5.3,False,3.4,False,35.6,False,0.0,False,12.9
15,0.275,89.8,48.3,0.301,22.4,False,,False,9.2,False,5.6,False,30.3,False,0.0,False,11.5
15,0.3,93.0,49.2,0.366,20.3,False,,False,8.3,False,7.1,False,30.6,False,0.0,False,14.1
15,0.325,93.8,46.6,0.318,19.9,False,,False,22.4,False,39.5,False,44.5,False,0.0,False,11.8
15,0.35,97.3,49.5,0.313,23.5,False,,False,8.2,False,13.9,False,28.3,False,0.0,False,15.6
15,0.375,98.9,49.5,0.427,22.7,False,,False,2.9,False,6.9,False,21.9,False,0.0,False,15.6
15,0.4,98.4,49.0,0.525,22.2,False,,False,7.0,False,4.2,False,12.3,False,0.0,False,13.4
15,0.425,99.9,51.5,0.377,18.7,False,,False,36.2,True,75.4,False,67.3,False,0.0,False,25.1
15,0.45,101.0,48.7,0.365,21.3,False,,False,0.4,False,7.4,False,11.7,False,0.0,False,14.3
15,0.475,102.2,48.3,0.305,23.3,False,,False,6.3,False,9.9,False,20.9,False,0.0,False,14.7
15,0.5,102.5,50.1,0.464,23.7,False,,False,9.4,False,8.8,False,24.0,False,0.0,False,18.4
15,0.525,104.0,49.1,0.302,22.1,False,,False,1.3,False,4.6,False,17.7,False,0.0,False,15.4
15,0.55,103.9,50.2,0.34,21.8,False,,False,4.2,False,5.9,False,26.4,False,0.0,False,18.9
15,0.575,104.1,48.9,0.331,24.5,False,,False,12.7,False,21.3,False,33.7,False,0.0,False,15.4
15,0.6,104.9,48.4,0.307,22.8,False,,False,9.4,False,5.1,False,37.1,False,0.0,False,15.7
15,0.625,103.9,49.9,0.226,24.6,False,,False,26.4,False,14.8,False,46.4,False,0.0,False,17.5
15,0.65,104.8,49.5,0.383,21.3,False,,False,6.2,False,1.5,False,43.6,False,0.0,False,15.7
15,0.675,106.8,49.1,0.329,19.7,False,,False,21.6,False,15.9,False,60.3,False,0.0,False,16.4
15,0.7,105.6,48.7,18.52,-22.4,False,,True,99.1,False,43.6,True,80.7,True,100.0,True,91.3
15,0.725,0.6,41.8,6.936,-15.7,False,,True,79.1,False,21.5,True,75.0,True,16.2,False,49.9
15,0.75,0.0,41.6,2.784,-5.4,False,,False,51.3,False,4.9,False,52.2,False,4.5,False,34.2
15,0.775,0.0,42.3,1.085,2.6,False,,False,35.6,False,0.0,False,40.1,False,2.6,False,22.0
15,0.8,0.5,40.9,0.66,-2.5,True,UNDERCOOLING,False,47.0,True,100.0,True,100.0,False,2.7,False,29.8
15,0.825,0.4,41.8,0.302,-2.4,True,UNDERCOOLING,False,41.5,True,100.0,True,100.0,False,2.8,False,29.7
15,0.85,0.0,43.0,0.557,0.4,True,UNDERCOOLING,False,41.7,True,100.0,True,100.0,False,2.7,False,25.4
15,0.875,0.1,42.8,0.451,5.0,True,UNDERCOOLING,False,33.8,True,100.0,False,63.5,False,2.6,False,21.2
15,0.9,0.0,39.9,0.495,-0.1,True,UNDERCOOLING,False,55.9,True,100.0,True,100.0,False,2.9,False,30.3
15,0.925,0.1,41.9,0.528,3.9,True,UNDERCOOLING,False,39.0,True,100.0,True,83.5,False,2.7,False,23.7
15,0.95,0.0,41.0,0.326,4.8,True,UNDERCOOLING,False,42.8,True,100.0,True,98.8,False,2.8,False,25.1
16,0.975,0.5,41.1,0.303,-0.5,True,UNDERCOOLING,False,57.9,True,100.0,True,100.0,False,3.0,False,26.8
16,0.0,0.7,41.2,0.384,7.4,True,UNDERCOOLING,False,61.3,True,100.0,True,100.0,False,1.0,False,26.4
16,0.025,17.1,42.4,0.515,20.4,True,,False,45.4,False,5.4,False,36.0,False,0.5,False,25.0
16,0.05,30.8,44.6,0.481,18.9,False,,False,37.3,False,12.3,False,37.0,False,0.3,False,23.7
16,0.075,42.7,46.1,0.586,19.6,False,,False,42.9,False,5.0,False,50.9,False,0.2,False,22.3
16,0.1,53.9,46.7,0.449,20.2,False,,False,22.4,False,22.5,False,52.0,False,0.1,False,21.0
16,0.125,60.8,46.7,0.193,23.0,False,,False,41.8,False,12.6,False,52.6,False,0.1,False,19.6
16,0.15,68.7,46.4,0.499,22.6,False,,False,22.6,False,8.1,False,48.2,False,0.0,False,18.3
16,0.175,74.1,47.2,0.374,19.3,False,,False,17.5,False,14.7,False,44.6,False,0.0,False,16.9
16,0.2,78.8,48.0,0.221,23.6,False,,False,26.5,False,21.4,False,48.1,False,0.0,False,15.6
16,0.225,84.2,47.2,0.299,22.6,False,,False,13.9,False,7.8,False,43.3,False,0.0,False,14.2
16,0.25,88.0,46.3,0.522,22.7,False,,False,22.2,False,13.0,False,56.3,False,0.0,False,12.9
16,0.275,90.3,48.4,0.327,22.4,False,,False,7.2,False,6.7,False,31.1,False,0.0,False,11.5
16,0.3,93.0,48.3,0.534,21.6,False,,False,11.0,False,5.8,False,26.7,False,0.0,False,11.5
16,0.325,95.1,49.9,0.436,19.4,False,,False,16.3,False,36.7,False,38.0,False,0.0,False,17.5
16,0.35,96.2,50.2,0.498,20.1,False,,False,19.2,False,18.1,False,35.0,False,0.0,False,18.9
16,0.375,98.9,46.4,0.314,22.8,False,,False,22.3,False,42.2,False,58.6,False,0.0,False,13.6
16,0.4,98.5,50.1,0.452,22.5,False,,False,7.1,False,9.6,False,22.9,False,0.0,False,18.4
16,0.425,100.3,48.5,0.222,23.8,False,,False,16.0,False,10.7,False,20.5,False,0.0,False,14.1
16,0.45,101.5,48.9,0.452,22.7,False,,False,1.6,False,8.0,False,13.8,False,0.0,False,14.5
16,0.475,103.0,49.3,0.491,20.7,False,,False,3.9,False,5.5,False,15.2,False,0.0,False,15.0
16,0.5,102.8,49.3,0.285,23.6,False,,False,4.9,False,7.5,False,18.2,False,0.0,False,15.0
16,0.525,103.2,49.9,0.353,22.2,False,,False,0.2,False,4.1,False,19.4,False,0.0,False,17.5
16,0.55,103.7,48.7,0.268,23.5,False,,False,8.5,False,16.1,False,25.2,False,0.0,False,15.3
16,0.575,104.2,49.4,0.482,22.3,False,,False,1.3,False,6.3,False,24.2,False,0.0,False,15.4
16,0.6,104.4,48.5,0.477,21.0,False,,False,5.8,False,6.0,False,32.8,False,0.0,False,15.5
16,0.625,105.1,50.6,0.239,20.7,False,,False,25.0,False,16.3,False,51.0,False,0.0,False,20.8
16,0.65,106.8,50.6,0.424,21.3,False,,False,21.1,False,15.1,False,59.9,False,0.0,False,20.8
16,0.675,105.0,48.3,0.509,22.6,False,,False,17.7,False,14.2,False,59.7,False,0.0,False,15.7
16,0.7,105.2,48.1,18.399,-25.4,False,,True,96.9,False,33.3,True,80.3,True,99.6,True,90.6
16,0.725,0.0,43.4,7.035,-13.5,False,,True,74.4,False,37.4,True,74.3,True,16.4,False,46.5
16,0.75,0.5,43.3,2.865,-4.4,False,,False,58.9,False,9.0,False,52.2,False,4.5,False,32.7
16,0.775,0.0,42.0,1.515,2.8,False,,False,38.9,False,3.9,False,26.8,False,2.8,False,21.7
16,0.8,0.0,39.1,0.737,9.8,False,,False,47.6,True,86.8,False,71.8,False,2.3,False,34.2
16,0.825,0.5,41.9,0.522,12.0,False,,False,20.8,False,8.7,False,0.0,False,2.2,False,21.1
16,0.85,0.1,42.0,0.394,13.0,False,,False,13.4,False,5.0,False,1.4,False,2.3,False,21.2
16,0.875,0.0,43.7,0.264,16.7,False,,False,24.7,False,16.8,False,31.2,False,2.3,False,21.3
16,0.9,0.0,41.9,0.561,16.7,False,,False,19.7,False,1.4,False,14.9,False,2.4,False,22.3
16,0.925,0.3,42.7,0.45,15.4,False,,False,25.0,False,11.2,False,26.4,False,2.4,False,23.7
16,0.95,0.6,41.1,0.24,19.5,False,,False,38.8,False,11.1,False,55.6,False,2.5,False,25.0
17,0.975,0.3,42.6,0.233,20.9,False,,False,41.9,False,35.4,True,73.6,False,2.6,False,26.4
17,0.0,0.3,42.0,0.311,20.0,False,,False,46.8,False,0.5,False,60.5,False,0.8,False,26.4
17,0.025,17.0,44.8,0.309,23.2,False,,False,49.2,True,69.9,False,69.4,False,0.5,False,25.0
17,0.05,30.7,44.8,0.393,19.1,False,,False,34.3,False,10.2,False,39.6,False,0.3,False,23.7
17,0.075,43.4,45.3,0.544,22.4,False,,False,39.0,False,17.5,False,45.2,False,0.2,False,22.3
17,0.1,53.6,46.6,0.284,22.9,False,,False,31.7,False,20.5,False,57.1,False,0.1,False,21.0
17,0.125,61.4,45.2,0.385,20.9,False,,False,21.1,False,7.7,False,44.3,False,0.1,False,19.6
17,0.15,68.4,46.6,0.155,17.4,False,,False,50.5,False,31.2,False,55.6,False,0.1,False,18.3
17,0.175,74.2,46.6,0.377,21.1,False,,False,11.7,False,5.5,False,43.3,False,0.0,False,16.9
17,0.2,78.7,46.9,0.449,19.5,False,,False,17.4,False,18.4,False,42.1,False,0.0,False,15.6
17,0.225,84.0,46.5,0.367,21.2,False,,False,13.4,False,5.7,False,47.1,False,0.0,False,14.2
17,0.25,86.6,46.1,14.265,22.8,True,FLOW_SPIKE,False,68.3,True,100.0,True,100.0,True,57.3,True,69.0
17,0.275,90.1,48.2,13.96,23.6,True,FLOW_SPIKE,False,64.1,True,100.0,True,100.0,True,54.8,True,67.4
17,0.3,92.4,48.2,10.17,21.0,True,FLOW_SPIKE,False,52.4,True,100.0,True,100.0,True,28.5,False,47.5
17,0.325,94.2,47.7,8.684,20.4,True,FLOW_SPIKE,False,55.8,True,100.0,True,100.0,True,20.5,False,39.7
17,0.35,97.0,48.7,21.217,18.7,True,FLOW_SPIKE,True,70.4,True,100.0,True,100.0,True,100.0,True,100.0
17,0.375,98.8,49.3,20.06,24.0,True,FLOW_SPIKE,False,67.2,True,100.0,True,100.0,True,100.0,True,99.4
17,0.4,99.2,49.6,10.208,21.4,True,FLOW_SPIKE,False,51.9,True,100.0,True,100.0,True,28.7,False,47.7
17,0.425,100.6,48.4,12.17,21.3,True,FLOW_SPIKE,False,57.0,True,100.0,True,100.0,True,41.3,True,58.0
17,0.45,100.7,47.3,19.547,21.6,True,FLOW_SPIKE,False,69.6,True,100.0,True,100.0,True,100.0,True,96.7
17,0.475,103.5,50.6,18.156,19.4,True,FLOW_SPIKE,True,74.4,True,100.0,True,100.0,True,93.9,True,89.4
17,0.5,102.0,49.6,13.164,21.7,True,FLOW_SPIKE,False,54.4,True,100.0,True,100.0,True,48.5,True,63.2
17,0.525,103.1,51.2,0.483,24.8,True,,False,29.0,False,48.3,False,55.5,False,0.0,False,23.7
17,0.55,105.0,50.1,0.37,24.1,False,,False,15.0,False,16.7,False,33.5,False,0.0,False,18.4
17,0.575,104.0,48.9,0.502,22.1,False,,False,2.7,False,4.5,False,24.1,False,0.0,False,15.4
17,0.6,104.7,50.3,0.331,23.5,False,,False,12.0,False,5.3,False,40.9,False,0.0,False,19.4
17,0.625,103.4,50.8,0.366,20.5,False,,False,17.1,False,18.6,False,52.6,False,0.0,False,21.8
17,0.65,105.4,49.6,0.36,21.9,False,,False,7.6,False,0.0,False,45.3,False,0.0,False,16.0
17,0.675,105.3,48.3,0.472,21.5,False,,False,15.4,False,8.2,False,59.0,False,0.0,False,15.8
17,0.7,105.7,48.5,18.498,-25.2,False,,True,98.0,False,10.6,False,73.1,True,100.0,True,91.2
17,0.725,0.0,41.8,6.976,-12.2,False,,True,70.9,False,7.5,False,56.1,True,16.1,False,44.6
17,0.75,0.0,42.5,2.97,-3.5,False,,False,50.4,False,3.6,False,34.6,False,4.6,False,31.3
17,0.775,0.0,42.0,1.483,4.4,False,,False,37.4,False,19.5,False,15.5,False,2.7,False,21.3
17,0.8,0.4,43.2,0.93,6.8,False,,False,40.2,False,40.4,False,21.9,False,2.4,False,21.1
17,0.825,0.0,42.0,0.409,9.5,False,,False,17.0,False,5.5,False,11.0,False,2.3,False,21.3
17,0.85,0.0,42.3,0.358,11.8,False,,False,14.3,False,7.0,False,6.7,False,2.3,False,21.3
17,0.875,0.0,42.2,0.284,14.1,False,,False,19.7,False,6.7,False,9.0,False,2.4,False,21.3
17,0.9,0.6,40.4,0.561,17.5,False,,False,38.1,False,15.9,False,38.7,False,2.4,False,27.9
17,0.925,0.1,44.5,0.499,16.4,False,,False,35.5,False,49.5,False,69.3,False,2.5,False,23.7
17,0.95,0.4,41.5,0.454,17.8,False,,False,24.1,False,8.3,False,39.9,False,2.5,False,25.0
18,0.975,0.6,41.6,0.387,17.7,False,,False,30.4,False,10.6,False,49.9,False,2.5,False,26.4
18,0.0,0.0,40.8,0.507,20.1,False,,False,54.9,False,14.8,True,77.9,False,0.8,False,26.4
18,0.025,16.9,44.2,13.977,18.2,True,FLOW_SPIKE,True,81.8,True,100.0,True,100.0,True,55.4,True,67.5
18,0.05,30.8,43.2,14.049,20.6,True,FLOW_SPIKE,True,74.5,True,100.0,True,100.0,True,55.8,True,67.8
18,0.075,43.0,44.1,13.388,21.2,True,FLOW_SPIKE,True,70.1,True,100.0,True,100.0,True,50.4,True,64.4
18,0.1,53.5,45.5,21.586,20.0,True,FLOW_SPIKE,True,70.3,True,100.0,True,100.0,True,100.0,True,100.0
18,0.125,61.6,46.6,16.033,21.3,True,FLOW_SPIKE,False,66.2,True,100.0,True,100.0,True,72.9,True,78.2
18,0.15,68.4,45.4,15.647,22.1,True,FLOW_SPIKE,True,72.4,True,100.0,True,100.0,True,69.3,True,76.2
18,0.175,74.7,48.0,17.446,21.3,True,FLOW_SPIKE,False,63.1,True,100.0,True,100.0,True,86.6,True,85.7
18,0.2,79.9,46.7,9.49,22.3,True,FLOW_SPIKE,False,56.0,True,100.0,True,100.0,True,24.6,False,43.9
18,0.225,84.7,50.8,21.535,20.4,True,FLOW_SPIKE,True,76.4,True,100.0,True,100.0,True,100.0,True,100.0
18,0.25,87.4,48.9,14.361,23.0,True,FLOW_SPIKE,False,63.4,True,100.0,True,100.0,True,58.1,True,69.5
18,0.275,90.4,46.9,18.272,21.0,True,FLOW_SPIKE,False,68.9,True,100.0,True,100.0,True,95.2,True,90.0
18,0.3,93.4,49.4,0.446,22.6,True,,False,5.4,False,4.2,False,33.4,False,0.0,False,15.1
18,0.325,94.7,49.8,0.322,20.7,False,,False,11.2,False,11.0,False,31.6,False,0.0,False,17.0
18,0.35,96.9,50.1,0.381,22.2,False,,False,7.1,False,9.5,False,32.1,False,0.0,False,18.4
18,0.375,97.4,47.2,0.312,21.9,False,,False,12.5,False,19.2,False,31.9,False,0.0,False,13.1
18,0.4,98.8,49.0,0.354,20.2,False,,False,6.2,False,13.0,False,14.3,False,0.0,False,13.5
18,0.425,101.3,48.2,0.47,22.7,False,,False,4.5,False,4.8,False,20.9,False,0.0,False,14.4
18,0.45,102.0,49.1,0.207,22.1,False,,False,10.0,False,7.2,False,14.1,False,0.0,False,14.7
18,0.475,101.8,47.7,0.477,20.9,False,,False,8.7,False,15.3,False,24.7,False,0.0,False,14.6
18,0.5,102.6,50.1,0.381,21.1,False,,False,3.2,False,1.9,False,20.0,False,0.0,False,18.4
18,0.525,103.2,47.7,0.527,22.9,False,,False,13.6,False,18.9,False,33.1,False,0.0,False,15.1
18,0.55,103.4,48.8,0.383,19.9,False,,False,4.6,False,14.0,False,22.0,False,0.0,False,15.2
18,0.575,103.1,49.9,0.388,22.6,False,,False,3.1,False,6.7,False,25.4,False,0.0,False,17.5
18,0.6,104.4,48.1,0.384,22.1,False,,False,5.4,False,10.2,False,38.3,False,0.0,False,15.5
18,0.625,104.8,49.4,0.472,20.1,False,,False,9.4,False,10.1,False,38.4,False,0.0,False,15.7
18,0.65,104.8,50.2,0.281,22.7,False,,False,14.4,False,4.2,False,50.6,False,0.0,False,18.9
18,0.675,104.3,47.8,0.282,23.6,False,,False,21.8,False,12.6,False,69.5,False,0.0,False,15.5
18,0.7,104.8,48.6,18.479,-24.9,False,,True,95.6,False,5.5,False,71.8,True,100.0,True,91.1
18,0.725,0.0,43.2,7.161,-13.4,False,,True,74.7,False,23.2,False,73.1,True,16.9,False,46.4
18,0.75,0.0,40.7,2.688,-5.0,False,,False,54.7,False,14.8,False,68.9,False,4.3,False,33.6
18,0.775,0.0,43.1,1.434,4.8,False,,False,41.7,False,23.2,False,21.4,False,2.7,False,21.3
18,0.8,0.6,42.5,0.674,8.0,False,,False,28.7,False,9.4,False,10.2,False,2.3,False,21.1
18,0.825,0.0,43.5,0.421,12.2,False,,False,20.4,False,10.3,False,13.0,False,2.3,False,21.3
18,0.85,0.0,41.2,0.415,16.5,False,,False,13.9,False,24.7,False,7.3,False,2.3,False,24.1
18,0.875,0.1,41.6,0.396,15.4,False,,False,13.5,False,10.3,False,8.0,False,2.3,False,22.2
18,0.9,0.0,42.2,0.356,15.6,False,,False,16.8,False,5.5,False,15.6,False,2.4,False,22.3
18,0.925,0.0,40.9,0.353,18.0,False,,False,21.9,False,10.2,False,40.4,False,2.4,False,25.6
18,0.95,0.2,43.7,0.302,18.0,False,,False,30.4,False,11.8,False,62.9,False,2.5,False,25.0
19,0.975,0.1,42.6,0.421,17.6,False,,False,23.8,False,17.4,False,52.0,False,2.6,False,26.4
19,0.0,0.4,43.8,0.376,21.8,False,,False,48.6,False,35.0,True,77.6,False,0.8,False,26.4
19,0.025,17.1,43.0,0.424,21.3,False,,False,35.6,False,2.4,False,37.2,False,0.5,False,25.0
19,0.05,31.7,45.0,0.495,24.4,False,,False,51.8,True,81.2,False,62.9,False,0.3,False,23.7
19,0.075,49.7,44.6,0.43,23.0,True,OVERPRESSURE,False,33.4,False,23.5,False,52.6,False,0.1,False,22.3
19,0.1,62.8,46.1,0.213,20.4,True,OVERPRESSURE,False,34.1,False,9.5,False,57.4,False,0.1,False,21.0
19,0.125,72.2,44.7,0.356,20.6,True,OVERPRESSURE,False,28.9,False,23.5,True,77.3,False,0.0,False,19.6
19,0.15,78.6,47.0,0.405,21.2,True,OVERPRESSURE,False,11.8,False,17.3,False,62.1,False,0.0,False,18.3
19,0.175,82.6,45.7,0.489,23.5,True,OVERPRESSURE,False,28.4,False,40.8,True,81.6,False,0.0,False,16.9
19,0.2,89.6,48.6,0.299,21.6,True,OVERPRESSURE,False,10.2,False,48.9,False,61.9,False,0.0,False,15.6
19,0.225,93.9,47.6,0.259,22.0,True,OVERPRESSURE,False,12.0,True,57.9,False,62.3,False,0.0,False,14.2
19,0.25,95.3,48.2,0.265,19.4,True,OVERPRESSURE,False,15.6,False,42.6,False,55.0,False,0.0,False,12.9
